"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage"
"C1210",5,323114,48,0,2001,1,"","Atlantic City, NJ MSA","Private","Quick printing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",5,27,27,29,125034,125034,1139,348
"C1210",5,"323114",48,0,2001,2,"","Atlantic City, NJ MSA","Private","Quick printing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",6,33,35,33,153535,145735,1821,351
"C1210",5,"323114",48,0,2001,3,"","Atlantic City, NJ MSA","Private","Quick printing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",6,32,36,39,152793,134200,1780,330
"C1210",5,"323114",48,0,2001,4,"","Atlantic City, NJ MSA","Private","Quick printing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",6,31,29,29,146613,92476,1224,380
"C1210",5,323119,48,0,2001,1,"N","Atlantic City, NJ MSA","Private","Other commercial printing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"323119",48,0,2001,2,"N","Atlantic City, NJ MSA","Private","Other commercial printing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"323119",48,0,2001,3,"N","Atlantic City, NJ MSA","Private","Other commercial printing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"323119",48,0,2001,4,"N","Atlantic City, NJ MSA","Private","Other commercial printing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,32312,47,0,2001,1,"N","Atlantic City, NJ MSA","Private","Support activities for printing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32312",47,0,2001,2,"N","Atlantic City, NJ MSA","Private","Support activities for printing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32312",47,0,2001,3,"N","Atlantic City, NJ MSA","Private","Support activities for printing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32312",47,0,2001,4,"N","Atlantic City, NJ MSA","Private","Support activities for printing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,323121,48,0,2001,1,"N","Atlantic City, NJ MSA","Private","Tradebinding and related work","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"323121",48,0,2001,2,"N","Atlantic City, NJ MSA","Private","Tradebinding and related work","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"323121",48,0,2001,3,"N","Atlantic City, NJ MSA","Private","Tradebinding and related work","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"323121",48,0,2001,4,"N","Atlantic City, NJ MSA","Private","Tradebinding and related work","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,324,45,0,2001,1,"N","Atlantic City, NJ MSA","Private","Petroleum and coal products manufacturing","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"324",45,0,2001,2,"N","Atlantic City, NJ MSA","Private","Petroleum and coal products manufacturing","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"324",45,0,2001,3,"N","Atlantic City, NJ MSA","Private","Petroleum and coal products manufacturing","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"324",45,0,2001,4,"N","Atlantic City, NJ MSA","Private","Petroleum and coal products manufacturing","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,3241,46,0,2001,1,"N","Atlantic City, NJ MSA","Private","Petroleum and coal products manufacturing","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"3241",46,0,2001,2,"N","Atlantic City, NJ MSA","Private","Petroleum and coal products manufacturing","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"3241",46,0,2001,3,"N","Atlantic City, NJ MSA","Private","Petroleum and coal products manufacturing","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"3241",46,0,2001,4,"N","Atlantic City, NJ MSA","Private","Petroleum and coal products manufacturing","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,32412,47,0,2001,1,"N","Atlantic City, NJ MSA","Private","Asphalt paving and roofing materials mfg.","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32412",47,0,2001,2,"N","Atlantic City, NJ MSA","Private","Asphalt paving and roofing materials mfg.","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32412",47,0,2001,3,"N","Atlantic City, NJ MSA","Private","Asphalt paving and roofing materials mfg.","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32412",47,0,2001,4,"N","Atlantic City, NJ MSA","Private","Asphalt paving and roofing materials mfg.","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,324121,48,0,2001,1,"N","Atlantic City, NJ MSA","Private","Asphalt paving mixture and block mfg.","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"324121",48,0,2001,2,"N","Atlantic City, NJ MSA","Private","Asphalt paving mixture and block mfg.","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"324121",48,0,2001,3,"N","Atlantic City, NJ MSA","Private","Asphalt paving mixture and block mfg.","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"324121",48,0,2001,4,"N","Atlantic City, NJ MSA","Private","Asphalt paving mixture and block mfg.","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,325,45,0,2001,1,"","Atlantic City, NJ MSA","Private","Chemical manufacturing","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",7,133,134,132,1310218,1233771,27968,758
"C1210",5,"325",45,0,2001,2,"","Atlantic City, NJ MSA","Private","Chemical manufacturing","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",7,113,112,109,1281618,853544,19695,886
"C1210",5,"325",45,0,2001,3,"","Atlantic City, NJ MSA","Private","Chemical manufacturing","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",6,111,110,106,1173738,379715,9401,828
"C1210",5,"325",45,0,2001,4,"","Atlantic City, NJ MSA","Private","Chemical manufacturing","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",6,105,106,108,1299538,173730,4346,940
"C1210",5,3254,46,0,2001,1,"N","Atlantic City, NJ MSA","Private","Pharmaceutical and medicine manufacturing","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"3254",46,0,2001,2,"N","Atlantic City, NJ MSA","Private","Pharmaceutical and medicine manufacturing","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"3254",46,0,2001,3,"N","Atlantic City, NJ MSA","Private","Pharmaceutical and medicine manufacturing","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"3254",46,0,2001,4,"N","Atlantic City, NJ MSA","Private","Pharmaceutical and medicine manufacturing","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,32541,47,0,2001,1,"N","Atlantic City, NJ MSA","Private","Pharmaceutical and medicine manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32541",47,0,2001,2,"N","Atlantic City, NJ MSA","Private","Pharmaceutical and medicine manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32541",47,0,2001,3,"N","Atlantic City, NJ MSA","Private","Pharmaceutical and medicine manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32541",47,0,2001,4,"N","Atlantic City, NJ MSA","Private","Pharmaceutical and medicine manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,325412,48,0,2001,1,"N","Atlantic City, NJ MSA","Private","Pharmaceutical preparation manufacturing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"325412",48,0,2001,2,"N","Atlantic City, NJ MSA","Private","Pharmaceutical preparation manufacturing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"325412",48,0,2001,3,"N","Atlantic City, NJ MSA","Private","Pharmaceutical preparation manufacturing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"325412",48,0,2001,4,"N","Atlantic City, NJ MSA","Private","Pharmaceutical preparation manufacturing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,3256,46,0,2001,1,"N","Atlantic City, NJ MSA","Private","Soap, cleaning compound, and toiletry mfg.","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"3256",46,0,2001,2,"N","Atlantic City, NJ MSA","Private","Soap, cleaning compound, and toiletry mfg.","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"3256",46,0,2001,3,"N","Atlantic City, NJ MSA","Private","Soap, cleaning compound, and toiletry mfg.","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"3256",46,0,2001,4,"N","Atlantic City, NJ MSA","Private","Soap, cleaning compound, and toiletry mfg.","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,32561,47,0,2001,1,"N","Atlantic City, NJ MSA","Private","Soap and cleaning compound manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32561",47,0,2001,2,"N","Atlantic City, NJ MSA","Private","Soap and cleaning compound manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32561",47,0,2001,3,"N","Atlantic City, NJ MSA","Private","Soap and cleaning compound manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32561",47,0,2001,4,"N","Atlantic City, NJ MSA","Private","Soap and cleaning compound manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,325611,48,0,2001,1,"N","Atlantic City, NJ MSA","Private","Soap and other detergent manufacturing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"325611",48,0,2001,2,"N","Atlantic City, NJ MSA","Private","Soap and other detergent manufacturing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"325611",48,0,2001,3,"N","Atlantic City, NJ MSA","Private","Soap and other detergent manufacturing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"325611",48,0,2001,4,"N","Atlantic City, NJ MSA","Private","Soap and other detergent manufacturing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,3259,46,0,2001,1,"N","Atlantic City, NJ MSA","Private","Other chemical product and preparation mfg.","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"3259",46,0,2001,2,"N","Atlantic City, NJ MSA","Private","Other chemical product and preparation mfg.","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"3259",46,0,2001,3,"N","Atlantic City, NJ MSA","Private","Other chemical product and preparation mfg.","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"3259",46,0,2001,4,"N","Atlantic City, NJ MSA","Private","Other chemical product and preparation mfg.","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,32591,47,0,2001,1,"N","Atlantic City, NJ MSA","Private","Printing ink manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32591",47,0,2001,2,"N","Atlantic City, NJ MSA","Private","Printing ink manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32591",47,0,2001,3,"N","Atlantic City, NJ MSA","Private","Printing ink manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32591",47,0,2001,4,"N","Atlantic City, NJ MSA","Private","Printing ink manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,325910,48,0,2001,1,"N","Atlantic City, NJ MSA","Private","Printing ink manufacturing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"325910",48,0,2001,2,"N","Atlantic City, NJ MSA","Private","Printing ink manufacturing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"325910",48,0,2001,3,"N","Atlantic City, NJ MSA","Private","Printing ink manufacturing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"325910",48,0,2001,4,"N","Atlantic City, NJ MSA","Private","Printing ink manufacturing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,32599,47,0,2001,1,"N","Atlantic City, NJ MSA","Private","All other chemical preparation manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32599",47,0,2001,2,"N","Atlantic City, NJ MSA","Private","All other chemical preparation manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32599",47,0,2001,3,"N","Atlantic City, NJ MSA","Private","All other chemical preparation manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32599",47,0,2001,4,"N","Atlantic City, NJ MSA","Private","All other chemical preparation manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,325991,48,0,2001,1,"N","Atlantic City, NJ MSA","Private","Custom compounding of purchased resins","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"325991",48,0,2001,2,"N","Atlantic City, NJ MSA","Private","Custom compounding of purchased resins","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"325991",48,0,2001,3,"N","Atlantic City, NJ MSA","Private","Custom compounding of purchased resins","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"325991",48,0,2001,4,"N","Atlantic City, NJ MSA","Private","Custom compounding of purchased resins","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,326,45,0,2001,1,"N","Atlantic City, NJ MSA","Private","Plastics and rubber products manufacturing","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"326",45,0,2001,2,"N","Atlantic City, NJ MSA","Private","Plastics and rubber products manufacturing","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"326",45,0,2001,3,"N","Atlantic City, NJ MSA","Private","Plastics and rubber products manufacturing","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"326",45,0,2001,4,"N","Atlantic City, NJ MSA","Private","Plastics and rubber products manufacturing","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,3261,46,0,2001,1,"N","Atlantic City, NJ MSA","Private","Plastics product manufacturing","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"3261",46,0,2001,2,"N","Atlantic City, NJ MSA","Private","Plastics product manufacturing","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"3261",46,0,2001,3,"N","Atlantic City, NJ MSA","Private","Plastics product manufacturing","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"3261",46,0,2001,4,"N","Atlantic City, NJ MSA","Private","Plastics product manufacturing","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,32616,47,0,2001,1,"N","Atlantic City, NJ MSA","Private","Plastics bottle manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32616",47,0,2001,2,"N","Atlantic City, NJ MSA","Private","Plastics bottle manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32616",47,0,2001,3,"N","Atlantic City, NJ MSA","Private","Plastics bottle manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32616",47,0,2001,4,"N","Atlantic City, NJ MSA","Private","Plastics bottle manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,326160,48,0,2001,1,"N","Atlantic City, NJ MSA","Private","Plastics bottle manufacturing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"326160",48,0,2001,2,"N","Atlantic City, NJ MSA","Private","Plastics bottle manufacturing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"326160",48,0,2001,3,"N","Atlantic City, NJ MSA","Private","Plastics bottle manufacturing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"326160",48,0,2001,4,"N","Atlantic City, NJ MSA","Private","Plastics bottle manufacturing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,32619,47,0,2001,1,"N","Atlantic City, NJ MSA","Private","Other plastics product manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32619",47,0,2001,2,"N","Atlantic City, NJ MSA","Private","Other plastics product manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32619",47,0,2001,3,"N","Atlantic City, NJ MSA","Private","Other plastics product manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32619",47,0,2001,4,"N","Atlantic City, NJ MSA","Private","Other plastics product manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,326191,48,0,2001,1,"N","Atlantic City, NJ MSA","Private","Plastics plumbing fixture manufacturing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"326191",48,0,2001,2,"N","Atlantic City, NJ MSA","Private","Plastics plumbing fixture manufacturing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"326191",48,0,2001,3,"N","Atlantic City, NJ MSA","Private","Plastics plumbing fixture manufacturing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"326191",48,0,2001,4,"N","Atlantic City, NJ MSA","Private","Plastics plumbing fixture manufacturing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,326199,48,0,2001,1,"N","Atlantic City, NJ MSA","Private","All other plastics product manufacturing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"326199",48,0,2001,2,"N","Atlantic City, NJ MSA","Private","All other plastics product manufacturing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"326199",48,0,2001,3,"N","Atlantic City, NJ MSA","Private","All other plastics product manufacturing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"326199",48,0,2001,4,"N","Atlantic City, NJ MSA","Private","All other plastics product manufacturing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,327,45,0,2001,1,"","Atlantic City, NJ MSA","Private","Nonmetallic mineral product manufacturing","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",18,1226,1244,1300,10995718,9836276,270174,673
"C1210",5,"327",45,0,2001,2,"","Atlantic City, NJ MSA","Private","Nonmetallic mineral product manufacturing","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",18,1282,1290,1240,11699871,8329999,232165,708
"C1210",5,"327",45,0,2001,3,"","Atlantic City, NJ MSA","Private","Nonmetallic mineral product manufacturing","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",18,1249,1257,1228,11536695,3728774,124139,713
"C1210",5,"327",45,0,2001,4,"","Atlantic City, NJ MSA","Private","Nonmetallic mineral product manufacturing","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",18,1145,1153,1152,11581728,2378998,80183,775
"C1210",5,3271,46,0,2001,1,"N","Atlantic City, NJ MSA","Private","Clay product and refractory manufacturing","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"3271",46,0,2001,2,"N","Atlantic City, NJ MSA","Private","Clay product and refractory manufacturing","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"3271",46,0,2001,3,"N","Atlantic City, NJ MSA","Private","Clay product and refractory manufacturing","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"3271",46,0,2001,4,"N","Atlantic City, NJ MSA","Private","Clay product and refractory manufacturing","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,32711,47,0,2001,1,"N","Atlantic City, NJ MSA","Private","Pottery, ceramics, and plumbing fixture mfg.","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32711",47,0,2001,2,"N","Atlantic City, NJ MSA","Private","Pottery, ceramics, and plumbing fixture mfg.","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32711",47,0,2001,3,"N","Atlantic City, NJ MSA","Private","Pottery, ceramics, and plumbing fixture mfg.","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"32711",47,0,2001,4,"N","Atlantic City, NJ MSA","Private","Pottery, ceramics, and plumbing fixture mfg.","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,327112,48,0,2001,1,"N","Atlantic City, NJ MSA","Private","Vitreous china and earthenware articles mfg.","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"327112",48,0,2001,2,"N","Atlantic City, NJ MSA","Private","Vitreous china and earthenware articles mfg.","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"327112",48,0,2001,3,"N","Atlantic City, NJ MSA","Private","Vitreous china and earthenware articles mfg.","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"327112",48,0,2001,4,"N","Atlantic City, NJ MSA","Private","Vitreous china and earthenware articles mfg.","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,3272,46,0,2001,1,"","Atlantic City, NJ MSA","Private","Glass and glass product manufacturing","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",6,263,267,269,3017755,2425996,40299,872
"C1210",5,"3272",46,0,2001,2,"","Atlantic City, NJ MSA","Private","Glass and glass product manufacturing","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",6,264,258,257,2480998,1772448,28622,735
"C1210",5,"3272",46,0,2001,3,"","Atlantic City, NJ MSA","Private","Glass and glass product manufacturing","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",6,262,267,269,2540192,1052680,13095,735
"C1210",5,"3272",46,0,2001,4,"","Atlantic City, NJ MSA","Private","Glass and glass product manufacturing","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",6,266,264,267,2648665,587665,7840,767
"C1210",5,32721,47,0,2001,1,"","Atlantic City, NJ MSA","Private","Glass and glass product manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",6,263,267,269,3017755,2425996,40299,872
"C1210",5,"32721",47,0,2001,2,"","Atlantic City, NJ MSA","Private","Glass and glass product manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",6,264,258,257,2480998,1772448,28622,735
"C1210",5,"32721",47,0,2001,3,"","Atlantic City, NJ MSA","Private","Glass and glass product manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",6,262,267,269,2540192,1052680,13095,735
"C1210",5,"32721",47,0,2001,4,"","Atlantic City, NJ MSA","Private","Glass and glass product manufacturing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",6,266,264,267,2648665,587665,7840,767
"C1210",5,327212,48,0,2001,1,"N","Atlantic City, NJ MSA","Private","Other pressed and blown glass and glassware","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"327212",48,0,2001,2,"N","Atlantic City, NJ MSA","Private","Other pressed and blown glass and glassware","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"327212",48,0,2001,3,"N","Atlantic City, NJ MSA","Private","Other pressed and blown glass and glassware","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"327212",48,0,2001,4,"N","Atlantic City, NJ MSA","Private","Other pressed and blown glass and glassware","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,327215,48,0,2001,1,"N","Atlantic City, NJ MSA","Private","Glass product mfg. made of purchased glass","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"327215",48,0,2001,2,"N","Atlantic City, NJ MSA","Private","Glass product mfg. made of purchased glass","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
